skill,score,digital_assign,mod,lv.mod,ht_df,order
Active directory software,68.26808276047812,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Addressing software,20.1241501625776,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Anti-spyware software,56.8371322838768,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Antivirus software,80.99821509172703,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Apple Mac OS X,84.09559381884294,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Apple Macintosh OS,22.4290401739588,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Apple macOS,24.6724349942254,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Audio amplifiers,48.8766141961718,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Automated systems software,86.0529865963171,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Autotask,65.63157925691907,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
BMC PATROL,10.79325387277437,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Backup servers,40.038678934328274,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Barcode printers,69.65419811319282,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Base station radios,33.29659366366333,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
BlackBerry Enterprise Server,17.0458002105396,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Border Gateway Protocol BGP,5.38461538461538,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
COBIT,73.01991970840064,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Call tracking software,92.74565742902435,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Caterpillar Command,37.07524611202475,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Cerner Millennium,120.31716851427663,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Check Point Next Generation Firewalls (NGFW),31.272573122807096,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Cisco,50.87507024732876,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Cisco AnyConnect,41.62901091324573,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Cisco Systems CiscoWorks,20.1241501625776,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Cisco Systems VPN Client,40.88417643821567,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Citrix,59.04904970373179,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Citrix GoToMeeting,115.85869600388982,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Citrix XenApp,31.021433358534395,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Client System,128.24132263626691,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Combustible gas meters,74.8253893373068,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Communications computers,88.6759329222291,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Computer diagnostic software,108.1651989126887,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Computer imaging software,56.9487764921378,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Computer operating systems,113.52590866081347,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Computer server equipment,36.441341421428426,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Computer servers,84.95515097804923,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Configuration Management Databases (CMDB),45.26153447057013,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Connectivity software,45.168994119026436,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Content servers,69.87122537013444,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Cybersecurity,69.76423469927663,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Data transfer software,31.79571406433267,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Database management system software,72.81469666685815,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Desktop computers,130.56231665771247,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Digital imaging software,125.67249908852696,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Digital still cameras,166.15450098657092,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Digital video recorders,80.36060887818458,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Directory software,111.17151654643845,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Disaster recovery software,39.72592955449292,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Disk storage systems,5.38461538461538,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Domain name system DNS,31.75716375528764,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Dynamic host configuration protocol DHCP,6.545673076923073,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
EMC NetWorker,35.070802750366305,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Educational software,138.21171856533286,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Electronic health record EHR software,152.31211352414323,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Electronic storage devices,74.74371100194438,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Ellucian Colleague,131.2555498435761,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Encryption software,40.34951115414765,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Enterprise backup systems,35.76574281996978,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Epic Systems,77.44227334779771,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Exact MAX,135.409994191981,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
External hard drives,44.764987473036264,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Fiber Technology,144.3565549422494,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Field computers,49.72421176644047,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
File compression software,20.1241501625776,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
File servers,39.45235577276828,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Firewall equipment,8.82981059141862,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Firewall software,93.10251514395256,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Fourier transform infrared FTIR software,75.37387440939054,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
"Governance, risk, and compliance GRC software",73.7091235135509,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
HP DataProtector,112.76070500555504,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
HashiCorp Vagrant,11.5384001064821,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Help desk software,40.05351463705881,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
IBM Director,115.49619119809854,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
IBM Domino,32.288626761924,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
IBM Notes,90.51324938412579,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
IBM QRadar SIEM,38.14576787467565,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
IOS,118.40663696005417,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
ISO 27001,69.13464645764647,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
ISO27000,57.058329492029756,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Imaging software,125.85313657323174,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Imaging systems,108.44915866754847,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Incident tracking software,80.31215041905008,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Infoblox,45.213133273720054,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Information Systems,118.4768729517055,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Information Technology Infrastructure Library (ITIL),54.227295608286084,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
InstallShield,83.72957383319729,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Intrusion detection system IDS,52.06877123740881,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Intrusion prevention system IPS,29.038591665742686,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Kali Linux,19.57557959269059,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
LAN software,98.7925387867731,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Laptop computers,127.50699782342632,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Load balancers,22.168952010056564,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Local area network LAN software,32.74758526676938,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Local exhaust ventilation LEV systems,61.383113528608256,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
LogRhythm,37.86480132404001,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
MEDITECH HCIS,28.68332639293919,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Mainframe computers,31.18746237431247,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Management information systems MIS,91.11974626685627,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
McAfee,53.45804384904642,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Medical imaging software,74.75122532450116,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Metasploit,46.61519739795941,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Active Directory,163.90519426723313,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft ActiveSync,19.378224215216605,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Exchange,60.518628102478594,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Exchange Server,23.991798883281394,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Hyper-V Server,39.819631105259994,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Lync,148.9794533579528,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Network Monitor,34.07342186134577,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft System Center,38.16139928803573,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Systems Management Server,37.87653370236305,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Virtual Server,21.141003267475444,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Windows Mobile,97.19668079134023,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Windows Pre-installation Environment,5.38461538461538,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Windows Server,32.093267787084685,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Windows Sysprep,56.77074182989462,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Windows XP,143.670426516976,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft Windows XP Professional,88.97824446957013,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Microsoft operating system,92.54049798040342,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Mobile cone penetrometer MCP systems,25.21177197849894,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Mobile data computers,154.0971266979488,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Mobile data terminals,51.441541189048465,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Mobile telephones,11.64880289532295,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Modems,66.3107862671462,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Mozilla Thunderbird,135.409994191981,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Multimedia projectors,65.91522407470593,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Nessus,54.38847576917061,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
NetIQ,40.19813212588562,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network Administration,27.715288011355472,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network Communications,68.11086877270674,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network addressable storage NAS software,27.244793307185905,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network cabling systems,66.063494921342,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network design software,53.17980013762001,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network file servers,60.76014354840319,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network management software,91.91623654135837,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network monitoring software,41.37003375186369,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network protocol analyzers,36.5023560662161,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network routers,24.828236630467448,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network switches,32.388379752379414,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Network-Attached Storage,149.9560905146184,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Nmap,42.460413595055236,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Novell NetWare,28.48980812203138,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Novell eDirectory,11.280429295800268,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Nslookup,31.226415556875764,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Operating system software,10.479996071405623,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Operator consoles,20.87868088627178,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Optical imaging systems,71.19644715982639,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Oracle Recovery Manager,91.32926294459,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Packet analyzers,13.976381464125385,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Patch management software,7.159844946796538,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Pattern design software,114.6424736053005,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Photo printers,271.2761338162197,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Plotters,137.5414411777224,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Portable computers,160.5117545503971,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Print servers,67.21173161324533,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Profilers,73.14296907422676,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Protocol analyzers,39.887498843588034,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
PuTTY,19.11802834763243,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Qualys,60.5017859547984,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Rapid7 Nexpose,62.24708254102962,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Redundant array of independent disks RAID systems,54.79266172800651,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Relational database management system software,59.749999615062414,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Remote access servers,6.932692307692304,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Remote access software,62.03741439548492,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Remote control software,46.5771113233343,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Render farms,8.402788737316676,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Riverbed Technology,138.86592764009924,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Router software,194.541896637207,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Routers,45.00504152008364,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
SOX COBIT,60.5761727446404,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Samba,156.7195135675915,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
ServiceNow,68.69894285169903,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Session Initiation Protocol SIP,7.964743589743587,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Sharepoint Portal Server,7.299642787238207,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
ShoreTel,57.56915764821876,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Silver Peak,67.89809063574269,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Simple mail transfer protocol SMTP,13.125,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Simple network management protocol SNMP software,24.055982486508313,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Snort,38.815993548667194,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Social Solutions ETO,211.080115161749,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Software asset management SAM software,196.0623860399195,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
SolarWinds,39.873883382467064,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Still cameras,182.2124187237373,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Storage area network SAN software,30.741870842014904,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Storage servers,50.66927267952899,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Student information systems SIS,68.78204524409645,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Surface water modeling system SMS software,86.76429587841704,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Symantec,42.70220501729204,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Symantec Blue Coat,177.07696539471715,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Symantec Endpoint Protection,20.660502512535214,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Synchronous optical networking (SONET),29.91085908489681,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
System Innovators,112.64700024387575,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
System Monitoring,138.932758159146,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Tablet computers,135.50668168453896,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Tape libraries,10.67872500132887,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Tcpdump,22.738385660582516,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Technical Support,98.82985676627668,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Terminal computers,105.711097341483,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Time series modeling TSM software,5.38461538461538,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Tivoli,87.89124595726595,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Toggles,64.04799587735879,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Traceroute,26.616538317333426,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Tracks Software,92.39201492214953,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Traffic shapers,3.688133571854505,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Transmission Control Protocol/Internet Protocol (TCP/IP),33.51883304637434,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Trend Micro TippingPoint,3.34883720930233,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Troubleshooting software,52.80995214314402,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Ultra high frequency UHF radio communication systems,35.22134532693467,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
VMWare,36.64398469777576,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
VMWare ESX Server,29.52768119363572,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
VMWare Workstation,34.914786567630536,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Veritas NetBackup,36.54386036737334,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Very high frequency VHF radio communication systems,186.6784133746063,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Video monitoring systems,131.28735203651215,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Video recording systems,58.38556328202435,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Video servers,119.1432037131805,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Virtual network computing VNC software,27.961924141576738,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Virtual private networking VPN software,31.192841964759175,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Virus protection software,19.2055317185636,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Voice over internet protocol VoIP systems,60.17404056789305,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Voice over internet protocol VoiP system software,154.988585077011,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Web-based information systems,222.82180772884269,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Wide area network WAN optimization software,18.727753147644272,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Wide area network WAN software,29.965494589605346,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Windows servers,36.740449398863134,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Wireless network controllers,47.32327656202533,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Wireshark,31.05146788389235,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Workstation platforms,71.74939306355834,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
Xerox DocuShare,96.1337959219772,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
ipconfig,9.595382429856386,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
netstat,8.451081975486863,1,High-tech,Cybersecurity & systems infrastructure skills,Cybersecurity & system infrastructure skills,3
