skill,lv.mod,fg.mod,coordinate,groupName,subGroupName,count,m,IM_geo.dum
Retail management software,1,1,395,Technologies,Data base user interface and query software,140,128.22445114270548,0
Retail sales software,1,1,513,Technologies,Point of sale POS software,29,211.40261767709717,0
Retirement planning software,1,1,492,Technologies,Financial analysis software,2,174.567175962041,0
Revision control software,2,3,1334,Technologies,Configuration management software,43,14.801546693617952,0
Rezdy,2,3,1631,Technologies,Calendar and scheduling software,4,174.65781396167,0
Risk analysis software,1,1,313,Technologies,Analytical or scientific software,48,176.85452980096167,0
Risk assessment software,4,2,917,Technologies,Network security or virtual private network VPN management software,18,117.66170111410592,1
Risk management software,1,1,149,Technologies,Analytical or scientific software,251,114.9182858804871,0
Riverbed Technology,3,3,1842,Technologies,Administration software,6,138.86592764009924,0
Road design software,4,1,713,Technologies,Computer aided design CAD software,25,102.46739739366299,1
Robot Framework,2,3,1236,Technologies,Program testing software,1042,27.514810821705296,0
Rockwell Automation,4,2,838,Technologies,Development environment software,978,132.88291643186315,1
Rockwell RSLogix,4,2,876,Technologies,Program testing software,27,14.388924336212414,1
Rockwell RSView,1,1,576,Technologies,Industrial control software,1,NA,0
Rotary drilling rigs,4,2,957,Tools and Equipment,Miscellaneous or unclassified,4,54.9593152716093,1
Rotary evaporators,1,1,385,Tools and Equipment,Miscellaneous or unclassified,36,55.02957549384006,0
Route mapping software,4,2,890,Technologies,Route navigation software,5,104.467637571496,1
Route planning software,1,1,376,Technologies,Map creation software,91,145.56853796768098,0
Router software,3,3,1828,Technologies,Switch or router software,9,194.541896637207,0
Routers,3,3,1660,Tools and Equipment,Information Technology and telecommunications,12121,45.00504152008364,0
Routing software,1,1,94,Technologies,Route navigation software,873,196.2261136776173,0
Ruby,2,3,1116,Technologies,Development environment software,8970,77.31396309970734,0
Ruby on Rails,2,3,1115,Technologies,Web platform development software,1285,25.222890693447418,0
SAIC,2,3,1470,Technologies,Industrial control software,85,161.40762544981513,0
SAP,1,1,10,Technologies,Enterprise resource planning ERP software,129448,157.0578897948615,0
SAP APO,1,1,167,Technologies,Analytical or scientific software,1042,136.46089013328177,0
SAP Business Intelligence,1,1,165,Technologies,Data base reporting software,3611,83.05601124197156,0
SAP Business Objects,2,3,1172,Technologies,Enterprise resource planning ERP software,2381,55.68018157848622,0
SAP Business One,1,1,188,Technologies,Enterprise resource planning ERP software,1133,128.18049416916492,0
SAP BusinessObjects Data Integrator,2,3,1424,Technologies,Enterprise application integration software,2,NA,0
SAP Crystal Reports,2,3,1156,Technologies,Data base reporting software,3345,61.95959791148469,0
SAP Customs Management,1,1,366,Technologies,Project management software,33,101.33191910460363,0
SAP DMS,1,1,381,Technologies,Document management software,111,140.00195051321793,0
SAP EHS Management,1,1,111,Technologies,Compliance software,716,138.37734367762843,0
SAP ERP,1,1,57,Technologies,Enterprise resource planning ERP software,4924,126.2584109226552,0
SAP ERP Financials,1,1,383,Technologies,Enterprise resource planning ERP software,113,46.49059791155346,0
SAP ERP Operations,1,1,379,Technologies,Enterprise resource planning ERP software,96,133.89847444288128,0
SAP Fiori,1,3,1016,Technologies,Enterprise resource planning ERP software,500,76.12608823341874,0
SAP HANA,1,3,1015,Technologies,Enterprise resource planning ERP software,1527,76.09165047129933,0
SAP IQ,2,3,1614,Technologies,Data base management system software,13,77.64351087433559,0
SAP Lumira,2,3,1610,Technologies,Enterprise resource planning ERP software,16,50.65289862621939,0
SAP Maintenance,1,1,73,Technologies,Enterprise resource planning ERP software,833,132.44981389575992,0
SAP Master Data Management MDM,2,3,1332,Technologies,Metadata management software,314,50.67183546598566,0
SAP NetWeaver,2,3,1238,Technologies,Enterprise application integration software,508,42.424795853593835,0
SAP NetWeaver Business Warehouse,2,3,1437,Technologies,Data mining software,45,25.563714502118497,0
SAP POS Data Management,1,1,567,Technologies,Point of sale POS software,9,NA,0
SAP Replication Server,1,3,1017,Technologies,Data base management system software,3,109.14780900471739,0
SAP SCM,1,1,132,Technologies,Materials requirements planning logistics and supply chain software,381,105.89821971692113,0
SAP Sybase IQ,2,3,1320,Technologies,Data base management system software,40,33.1582283909785,0
SAP Sybase PowerBuilder,2,3,1506,Technologies,Object or component oriented development software,9,51.87841927424893,0
SAP Sybase PowerDesigner,2,3,1528,Technologies,Object or component oriented development software,4,32.0006309894704,0
SAP Sybase Replication Server,2,3,1446,Technologies,Data base management system software,36,15.232343232563732,0
SAS,2,3,1064,Technologies,Analytical or scientific software,19036,65.14954291826737,0
SAS Data Integration Studio,2,3,1421,Technologies,Enterprise application integration software,35,34.05859370300133,0
SAS Enterprise Miner,2,3,1359,Technologies,Data mining software,89,99.79316759659935,0
SAS JMP,2,3,1411,Technologies,Analytical or scientific software,52,25.393829148298988,0
SEOmoz,5,4,2049,Technologies,Web platform development software,8,NA,0
SGML (Standardized general markup language),2,3,1283,Technologies,Development environment software,273,100.07148925556083,0
SHAZAM,4,2,915,Technologies,Analytical or scientific software,6,68.45531572637994,1
SOAP,2,3,1153,Technologies,Operating system software,4803,8.360938241052315,0
SOAP SONAR,2,3,1527,Technologies,Program testing software,11,13.125,0
SOAP UI,2,3,1205,Technologies,Program testing software,977,23.329282926417967,0
SOX COBIT,3,3,1816,Technologies,Compliance software,12,60.5761727446404,0
SPAW,1,1,272,Technologies,Analytical or scientific software,136,362.4979978383838,0
SPSS,4,2,805,Technologies,Analytical or scientific software,6997,64.48626375545034,1
SPSS Amos,4,2,962,Technologies,Analytical or scientific software,3,NA,1
SQL (Structured query language),2,3,1021,Technologies,Data base user interface and query software,123524,36.5381199626398,0
SQLite,2,3,1266,Technologies,Data base management system software,288,18.005925379088527,0
SSL,2,3,1063,Technologies,Transaction security and virus protection software,4784,53.91543346729177,0
STARLIMS,1,1,497,Technologies,Analytical or scientific software,77,133.31162399144552,0
STATISTICA,4,2,889,Technologies,Analytical or scientific software,23,44.66471343296206,1
SYSPRO,1,1,148,Technologies,Enterprise resource planning ERP software,1615,144.06447136181745,0
Sabre,1,1,112,Technologies,Aviation ground support software,2168,101.07186978172956,0
Safe Software FME,4,2,948,Technologies,Analytical or scientific software,83,36.30721517206534,1
Sage,1,1,18,Technologies,Analytical or scientific software,33693,164.22395831105047,0
Sage 100 Contractor,1,1,189,Technologies,Data base user interface and query software,92,155.85680209020097,0
Sage 300 Construction and Real Estate,1,1,416,Technologies,Data base user interface and query software,15,140.6111389651536,0
Sage 300 ERP,1,1,204,Technologies,Enterprise resource planning ERP software,369,141.80947138110076,0
Sage 50 Accounting,1,1,141,Technologies,Accounting software,790,158.70247819586874,0
Sage ERP Accpac,1,1,93,Technologies,Enterprise resource planning ERP software,3842,153.30722214684474,0
Sage MAS 200,1,1,542,Technologies,Enterprise resource planning ERP software,4,145.367786836407,0
Sage MAS 500,1,1,565,Technologies,Financial analysis software,10,174.67796994531616,0
Sage MAS 90,1,1,396,Technologies,Enterprise resource planning ERP software,15,139.44246399778842,0
Sage Medical Manager,1,1,279,Technologies,Accounting software,159,136.75648304048727,0
Sage Reference Online,1,1,561,Technologies,Information retrieval or search software,10,225.26761361140376,0
Sage SalesLogix,1,1,52,Technologies,Customer relationship management CRM software,29,111.7426245501886,0
Sage Simply Accounting,1,1,35,Technologies,Accounting software,9284,160.08679219216054,0
Sage Software Sage50,1,1,490,Technologies,Accounting software,20,156.92937350133334,0
Sage Timeslips,1,1,475,Technologies,Time accounting software,36,169.84249826994647,0
Sales force automation software,1,1,592,Technologies,Customer relationship management CRM software,4,138.80045682724,0
Sales management software,1,1,253,Technologies,Point of sale POS software,338,159.35372244891488,0
Sales software,1,1,139,Technologies,Point of sale POS software,2947,148.45632053071282,0
Salesforce Marketing Cloud,1,4,1891,Technologies,Web page creation and editing software,2266,80.61448957311947,0
Salesforce software,1,1,51,Technologies,Customer relationship management CRM software,350,124.42074942593673,0
Salesforce.com Salesforce CRM,1,1,21,Technologies,Customer relationship management CRM software,73840,120.42783695187448,0
Samba,3,3,1750,Technologies,Filesystem software,219,156.7195135675915,0
Satellite receivers,2,3,1521,Tools and Equipment,Miscellaneous or unclassified,38,56.120377843325876,0
Scala,2,3,1147,Technologies,Object or component oriented development software,3831,17.54602374098825,0
Scanning software,1,1,180,Technologies,Optical character reader OCR or scanning software,378,211.32168105956853,0
Scheduling databases,1,1,233,Technologies,Data base user interface and query software,104,161.3960641403409,0
Scheduling software,1,1,63,Technologies,Calendar and scheduling software,11709,180.41006180633659,0
Schematic capture software,2,3,1450,Technologies,Computer aided design CAD software,4,20.0766767280212,0
SciLab,2,3,1516,Technologies,Analytical or scientific software,16,51.550880010279165,0
Scientific calculators,4,1,726,Tools and Equipment,Miscellaneous or unclassified,5,52.8882491949899,1
Sciforma,1,1,515,Technologies,Project management software,123,98.83781992708384,0
Screen magnification software,1,1,593,Technologies,Device drivers or system software,2,NA,0
Screen reader software,5,4,2105,Technologies,Device drivers or system software,7,24.611635577798,0
Scribe,1,6,2162,Technologies,Analytical or scientific software,1233,182.4778730550176,0
Scribus,5,4,2120,Technologies,Desktop publishing software,2,36.098271155596,0
Scripting software,2,3,1368,Technologies,Word processing software,133,48.14112891177786,0
Scrum,2,3,1059,Occupational Skills,Project and program management,46222,51.0877171081291,0
Search engine marketing SEM software,5,4,1991,Technologies,Sales and marketing software,218,111.29022920467524,0
Search engine optimization SEO software,5,4,1947,Technologies,Business intelligence and data analysis software,810,115.6077532358886,0
Search engine results pages SERP software,5,4,2114,Technologies,Data base user interface and query software,2,NA,0
Security testing software,2,3,1093,Technologies,Program testing software,18,9.831912520551422,0
Selenium,2,3,1150,Technologies,Program testing software,7782,18.557684877666016,0
SeleniumHQ,2,3,1428,Technologies,Program testing software,2,7.74948434277142,0
Semaphores,2,3,1512,Tools and Equipment,Miscellaneous or unclassified,7,38.606221384660216,0
SendGrid,5,4,2002,Technologies,Electronic mail software,167,82.68513229569572,0
SentryOne SQL Sentry,2,3,1638,Technologies,Data base management system software,4,11.5384001064821,0
Service-Oriented Architecture (SOA),2,3,1165,Technologies,Software and web development,6767,26.951537983689523,0
ServiceMax,1,1,388,Technologies,Data base user interface and query software,150,112.53136980277034,0
ServiceNow,3,3,1848,Technologies,Enterprise resource planning ERP software,5826,68.69894285169903,0
Session Initiation Protocol SIP,3,3,1731,Technologies,Internet protocol IP multimedia subsystem software,17,7.964743589743587,0
Setup templates,2,3,1383,Tools and Equipment,Miscellaneous or unclassified,17,14.957399839103541,0
Shape software,4,2,940,Technologies,Analytical or scientific software,9,238.4140422520463,1
Sharepoint Portal Server,3,3,1815,Technologies,Data base user interface and query software,9,7.299642787238207,0
Shell script,2,3,1028,Technologies,Operating system software,5049,13.061221422331913,0
ShipConstructor,1,1,217,Technologies,Computer aided design CAD software,212,46.382253214715256,0
Shipping Solutions,1,1,211,Technologies,Compliance software,394,180.7832963787365,0
Shipping software,2,3,1179,Technologies,Materials requirements planning logistics and supply chain software,1945,178.8441842518394,0
Shop management software,1,1,254,Technologies,Facilities management software,146,154.8573809268812,0
ShoreTel,3,3,1679,Technologies,Communications server software,77,57.56915764821876,0
Showing Suite,1,1,591,Technologies,Data base user interface and query software,3,86.570659929093,0
Side Effects Houdini,5,4,2145,Technologies,Video creation and editing software,3,NA,0
Siemens APOGEE Building Automation Software,1,1,608,Technologies,Industrial control software,145,167.82586487868127,0
Siemens NX,4,2,841,Technologies,Computer aided design CAD software,116,75.7503234552855,1
Siemens PLM,4,2,853,Technologies,Analytical or scientific software,128,87.90348784535725,1
Siemens SIMATIC STEP 7,4,2,987,Technologies,Industrial control software,18,27.6678043230944,1
Siemens SIMATIC WinCC,4,2,988,Technologies,Industrial control software,9,NA,1
Siemens Teamcenter,4,2,882,Technologies,Project management software,82,53.483601792631646,1
SigmaPlot,4,2,998,Technologies,Analytical or scientific software,8,32.976933848958524,1
Signal analysis software,4,2,1001,Technologies,Analytical or scientific software,2,NA,1
Signal analyzers,2,3,1469,Tools and Equipment,Miscellaneous or unclassified,33,44.26024490431205,0
Signal generators,2,3,1228,Tools and Equipment,Miscellaneous or unclassified,264,65.31983687086385,0
Silver Peak,3,3,1830,Technologies,Network operating system enhancement software,46,67.89809063574269,0
SimCorp Dimension (SCD),2,3,1163,Technologies,Financial analysis software,356,58.40032230608444,0
Simple API for XML SAX,2,3,1101,Technologies,Object or component oriented development software,2,5.6,0
Simple mail transfer protocol SMTP,3,3,1814,Technologies,Operating system software,13,13.125,0
Simple network management protocol SNMP software,3,3,1745,Technologies,Administration software,119,24.055982486508313,0
Simulation software,4,3,1870,Technologies,Analytical or scientific software,1598,72.578319279773,1
SirsiDynix Symphony,1,1,493,Technologies,Library software,29,119.00234972387763,0
Sitecore CMS,2,3,1385,Technologies,Content workflow software,69,43.099441679980636,0
Smalltalk,2,3,1094,Technologies,Object or component oriented development software,29,66.33348278333406,0
SmartCAM,4,2,919,Technologies,Computer aided manufacturing CAM software,16,243.53625646656835,1
SmartDraw,1,1,482,Technologies,Computer aided design CAD software,39,111.7703280890137,0
Smartsheet,1,1,598,Technologies,Project management software,1810,155.62810231009618,0
Snagit,5,4,1969,Technologies,Graphics or photo imaging software,285,80.5103924487844,0
Snort,3,3,1752,Technologies,Network monitoring software,218,38.815993548667194,0
Social Solutions ETO,3,3,1777,Technologies,Data base user interface and query software,4,211.080115161749,0
Social media sites,5,4,1949,Technologies,Web page creation and editing software,3386,142.4671237896998,0
Social media software,5,4,2023,Technologies,Web page creation and editing software,247,123.80519650997134,0
Social networking platforms,5,4,2005,Technologies,Web page creation and editing software,1215,126.92629951197546,0
Social networking software,2,3,1642,Technologies,Web page creation and editing software,5,NA,0
Softimage XSI,5,4,2118,Technologies,Video creation and editing software,5,NA,0
Software AG,2,3,1355,Technologies,Data base reporting software,97,23.100875740769492,0
Software Development Life Cycle (SDLC),2,3,1044,Occupational Skills,Software and web development,28335,42.97093188403422,0
Software Documentation,2,3,1140,Occupational Skills,Software and web development,1528,65.44547013336219,0
Software asset management SAM software,3,3,1696,Technologies,Data base user interface and query software,2207,196.0623860399195,0
Software development tools,2,3,1133,Technologies,Development environment software,1445,41.78035245547595,0
Software libraries,2,3,1289,Technologies,Development environment software,110,16.819208878836804,0
SolarWinds,3,3,1694,Technologies,Administration software,1312,39.873883382467064,0
SolidCAM,4,2,946,Technologies,Computer aided manufacturing CAM software,21,190.123507515937,1
SolidWorks Enterprise PDM,4,4,1935,Technologies,Project management software,2,167.755969697275,1
Solidworks,4,1,685,Technologies,Computer aided design CAD software,6273,89.64173405156946,1
Sonar equipment,4,1,720,Tools and Equipment,Miscellaneous or unclassified,18,72.02801423454018,1
Sony Vegas Pro,5,4,2080,Technologies,Music or sound editing software,11,118.38597000931,0
Sortation software,1,1,583,Technologies,Industrial control software,21,166.3206884604365,0
SoundPLAN,4,4,1931,Technologies,Analytical or scientific software,13,135.409994191981,1
Source code management SCM software,2,3,1243,Technologies,Development environment software,375,54.90253645939233,0
Spa management software,2,3,1321,Technologies,Data base user interface and query software,40,142.74339515192608,0
Spatial decision support systems SDSS software,5,1,747,Technologies,Map creation software,1,185.220707018916,0
Special Agent,1,1,441,Technologies,Enterprise resource planning ERP software,55,90.63833317904094,0
Specification software,2,3,1498,Technologies,Word processing software,138,61.56013634524531,0
Spectrum analyzers,2,3,1257,Tools and Equipment,Miscellaneous or unclassified,317,46.255578610398956,0
Speech recognition software,1,1,328,Technologies,Voice recognition software,144,159.3503396187456,0
Speed indicators,4,2,963,Tools and Equipment,Miscellaneous or unclassified,18,45.9772508004397,1
Splunk Enterprise,2,3,1333,Technologies,Enterprise system management software,117,20.387726686815917,0
Spreadsheet applications,1,1,72,Technologies,Spreadsheet software,5236,181.3608858677766,0
Spreadsheet programs,1,1,76,Technologies,Spreadsheet software,1772,158.89323792079125,0
Spreadsheet software,1,1,69,Technologies,Spreadsheet software,8142,161.91750972975942,0
Spring Boot,2,3,1595,Technologies,Application server software,1765,11.953573220357981,0
Spring Framework,2,3,1086,Technologies,Web platform development software,2000,8.848086169571644,0
SpringCM,1,1,262,Technologies,Document management software,9,49.126275952415604,0
Springshare LibGuides,5,4,2122,Technologies,Web platform development software,12,113.85734184112457,0
Stack smashing protection SSP software,4,2,982,Technologies,Transaction security and virus protection software,14,172.9519768283859,1
Staff scheduling software,1,1,268,Technologies,Calendar and scheduling software,160,185.14216863024168,0
Standard generalized markup language SGML,2,3,1551,Technologies,Development environment software,10,99.91618749936269,0
Stata,4,2,806,Technologies,Analytical or scientific software,1777,50.97125023349518,1
StataCorp Stata,1,4,1888,Technologies,Analytical or scientific software,2,88.6018855135868,0
Static analysis software,2,3,1646,Technologies,Program testing software,2,NA,0
Statistical analysis software,4,2,826,Technologies,Analytical or scientific software,761,71.68723757833821,1
Statistical process control SPC software,1,1,250,Technologies,Industrial control software,129,226.31970096124897,0
Statistical software,4,2,820,Technologies,Analytical or scientific software,4939,64.48676000703335,1
Statistics databases,1,1,273,Technologies,Data base user interface and query software,230,134.9979347012263,0
Statistics software,4,2,836,Technologies,Analytical or scientific software,332,94.26409315454299,1
Stereo microscopes,1,1,512,Tools and Equipment,Miscellaneous or unclassified,4,25.6494733747416,0
Still cameras,3,5,2152,Tools and Equipment,Information Technology and telecommunications,1096,182.2124187237373,0
Storage area network SAN software,3,3,1708,Technologies,Storage networking software,186,30.741870842014904,0
Storage management software,2,3,1486,Technologies,Backup or archival software,21,13.784710866519745,0
Storage servers,3,3,1724,Technologies,Operating system software,811,50.66927267952899,0
Storyboarding,5,4,2135,Occupational Skills,Video production and computer graphics,1352,83.58432977783964,0
Strain gauges,4,2,906,Tools and Equipment,Miscellaneous or unclassified,48,75.8041883788668,1
Stress analysis software,4,4,1928,Technologies,Analytical or scientific software,41,48.51331849085816,1
Structure query language SQL,2,3,1423,Technologies,Data base user interface and query software,34,29.859170635688418,0
Student information systems SIS,3,3,1753,Technologies,Data base user interface and query software,232,68.78204524409645,0
Studio lighting,5,4,2007,Tools and Equipment,Electrical and electronics,242,64.87778396640908,0
Subversion,2,3,1030,Technologies,Development environment software,1507,13.975075988266543,0
Sugar CRM,1,1,220,Technologies,Customer relationship management CRM software,105,136.1015583985911,0
Supervisory control and data acquisition (SCADA) systems,4,2,821,Technologies,Industrial control software,7929,112.55592041846538,1
Surface modeling software,4,4,1934,Technologies,Analytical or scientific software,10,167.755969697275,1
Surface water modeling system SMS software,3,3,1756,Technologies,Analytical or scientific software,208,86.76429587841704,0
Survey software,1,1,124,Technologies,Analytical or scientific software,820,126.79727488232065,0
Sybase,2,3,1242,Technologies,Analytical or scientific software,2071,24.69214240243357,0
Sybase PowerBuilder,2,3,1505,Technologies,Object or component oriented development software,5,85.11793437334744,0
Sybase Replication Server,2,3,1445,Technologies,Data base management system software,36,15.232343232563732,0
Sybase SQL Anywhere,2,3,1502,Technologies,Data base user interface and query software,4,7.74948434277142,0
Sybase SQL Server,2,3,1251,Technologies,Data base user interface and query software,89,40.61088605867206,0
Sycle,2,3,1459,Technologies,Medical software,8,210.42339510725225,0
Symantec,3,3,1736,Technologies,Transaction security and virus protection software,934,42.70220501729204,0
Symantec Blue Coat,3,3,1853,Technologies,Network monitoring software,59,177.07696539471715,0
Symantec Endpoint Protection,3,3,1852,Technologies,Transaction security and virus protection software,19,20.660502512535214,0
Symantec PGP,3,3,1859,Technologies,Network security and virtual private network VPN equipment software,1,NA,0
Symantec Veritas NetBackup,3,3,1837,Technologies,Backup or archival software,1,NA,0
Synchronous optical networking (SONET),3,3,1728,Technologies,Networking and telecommunications,168,29.91085908489681,0
Synopsys Design Compiler,2,3,1426,Technologies,Analytical or scientific software,6,34.78497650732552,0
Synopsys PrimeTime,2,3,1544,Technologies,Analytical or scientific software,2,NA,0
Synthetic aperture radar SAR,2,3,1311,Tools and Equipment,Miscellaneous or unclassified,35,71.50401661873829,0
Synygy,2,3,1615,Technologies,Human resources software,2,100.832420068311,0
Systat,4,2,899,Technologies,Analytical or scientific software,38,87.13996309823531,1
System Innovators,3,3,1798,Technologies,Point of sale POS software,128,112.64700024387575,0
System Monitoring,3,3,1695,Occupational Skills,IT infrastructure and cybersecurity,5110,138.932758159146,0
System testing software,2,3,1095,Technologies,Program testing software,37,49.30532384345238,0
SystemVerilog,2,3,1239,Technologies,Development environment software,185,70.23755735077872,0
Systems Integration,2,3,1080,Occupational Skills,Software and web development,18293,104.92043373874685,0
Systems integration software,2,3,1524,Technologies,Enterprise application integration software,41,42.212087379194365,0
TCL (Tool command language),2,3,1207,Technologies,Development environment software,1710,164.03365500011893,0
TECSYS EliteSeries,2,3,1508,Technologies,Materials requirements planning logistics and supply chain software,9,NA,0
TELEDYNE CARIS,4,3,1879,Technologies,Map creation software,17,85.12817678479517,1
TIBCO Spotfire,2,3,1212,Technologies,Business intelligence and data analysis software,55,88.31848648370608,0
Tableau,2,3,1113,Technologies,Business intelligence and data analysis software,30107,65.67934114537704,0
Tablet computers,3,5,2155,Tools and Equipment,Miscellaneous or unclassified,183,135.50668168453896,0
Tactile maps,3,1,672,Tools and Equipment,Miscellaneous or unclassified,20,25.153252936255466,0
Talend Open Studio,2,3,1545,Technologies,Enterprise application integration software,8,12.9464033978355,0
TapRooT,1,1,135,Technologies,Analytical or scientific software,280,183.81672785236393,0
Tape libraries,3,3,1689,Tools and Equipment,Miscellaneous or unclassified,105,10.67872500132887,0
Tax accounting software,3,3,1862,Technologies,Tax preparation software,5,159.623535210387,0
Tax software,1,1,120,Technologies,Accounting software,2387,129.94559370738386,0
Tcpdump,3,3,1714,Technologies,Network monitoring software,334,22.738385660582516,0
Tebis,4,2,850,Technologies,Computer aided manufacturing CAM software,46,220.80959091942233,1
TechSmith Camtasia,5,4,2011,Technologies,Video creation and editing software,16,25.014198405692486,0
Technical Support,3,3,1656,Occupational Skills,Customer service,137509,98.82985676627668,0
Teleconferencing software,1,1,469,Technologies,Video conferencing software,50,201.27405746585634,0
Telemetry software,2,3,1567,Technologies,Medical software,3051,176.9858077816883,0
Teleprompters,5,4,2019,Tools and Equipment,Miscellaneous or unclassified,26,70.48605717036033,0
Teradata BTEQ,2,3,1515,Technologies,Data base user interface and query software,5,3.38931297709924,0
Teradata Database,2,3,1494,Technologies,Data base management system software,19,10.71808920199898,0
Terminal computers,3,5,2157,Tools and Equipment,Miscellaneous or unclassified,54,105.711097341483,0
Termination tools,1,1,616,Tools and Equipment,Miscellaneous or unclassified,7,14.2911966005291,0
Test automation software,2,3,1345,Technologies,Analytical or scientific software,76,23.266628125648385,0
Test design software,2,3,1096,Technologies,Program testing software,43,6.94664857754356,0
Test-driven development (TDD),2,3,1119,Occupational Skills,Software and web development,6942,35.60574940442614,0
TestNG,2,3,1160,Technologies,Program testing software,1059,24.86647475550359,0
Testing software,2,3,1103,Technologies,Analytical or scientific software,2080,64.44961376752656,0
Text to speech software,1,1,530,Technologies,Computer based training software,10,146.34743815171322,0
The Agency Manager (TAM),1,1,337,Technologies,Enterprise resource planning ERP software,211,148.39032723533396,0
The Foundry Nuke,5,4,2082,Technologies,Video creation and editing software,27,115.52405605391907,0
The MathWorks MATLAB,2,3,1107,Technologies,Analytical or scientific software,2051,55.77416359324041,0
The Open Group Architecture Framework (TOGAF),2,3,1112,Occupational Skills,Software and web development,3209,39.087945643971494,0
The Retail Solution,1,1,569,Technologies,Point of sale POS software,41,168.39236977914493,0
Thermal analysis software,2,3,1626,Technologies,Analytical or scientific software,2,69.9946874884175,0
Thermal design software,4,3,1882,Technologies,Computer aided design CAD software,1,NA,1
Thomson Reuters Elite Enterprise,2,3,1651,Technologies,Accounting software,1,10.1726057906459,0
Three-dimensional 3D computer aided design CAD software,4,2,818,Technologies,Computer aided design CAD software,591,75.15141329521794,1
Three-dimensional 3D graphics software,4,4,1923,Technologies,Graphics or photo imaging software,73,55.268321017546775,1
Three-dimensional 3D solid modeling software,4,4,1924,Technologies,Computer aided manufacturing CAM software,76,52.53037645503207,1
Three-dimensional 3D virtual surgery software,4,4,1925,Technologies,Medical software,43,55.13359302956332,1
Tigerpaw,3,1,669,Technologies,Customer relationship management CRM software,30,179.88342615842515,0
Time and attendance software,1,1,226,Technologies,Time accounting software,189,199.8335460325308,0
Time recording software,1,1,496,Technologies,Time accounting software,20,164.7598935352123,0
Time series modeling TSM software,3,3,1833,Technologies,Analytical or scientific software,12,5.38461538461538,0
Time sharing option TSO software,2,3,1439,Technologies,Compiler and decompiler software,16,42.72822217941399,0
Time tracking software,1,1,256,Technologies,Time accounting software,134,183.8852901217293,0
TimeForce,1,1,251,Technologies,Time accounting software,22,237.8458793038452,0
Timekeeping software,1,1,197,Technologies,Time accounting software,123,174.6407078374901,0
Timeline software,1,1,417,Technologies,Charting software,9,162.05200423639525,0
Tivoli,3,3,1691,Technologies,Access software,460,87.89124595726595,0
Toggles,3,3,1746,Tools and Equipment,Mechanical and plumbing,2092,64.04799587735879,0
TopHat,2,3,1317,Technologies,Analytical or scientific software,205,201.50708367207994,0
TopProducer,1,1,564,Technologies,Customer relationship management CRM software,2,110.288073969611,0
Torque meters,2,3,1532,Tools and Equipment,Miscellaneous or unclassified,8,27.6678043230944,0
Total organic carbon analyzers,1,1,551,Tools and Equipment,Miscellaneous or unclassified,1,70.9523789025007,0
Total quality management TQM software,2,3,1497,Technologies,Project management software,3,3.38931297709924,0
Toxicology databases,1,1,489,Technologies,Data base user interface and query software,21,87.3819370903694,0
Traceroute,3,3,1757,Technologies,Network monitoring software,164,26.616538317333426,0
Tracks Software,3,3,1790,Technologies,Data base user interface and query software,32,92.39201492214953,0
Traffic management advisor TMA software,1,1,472,Technologies,Flight control software,22,153.2314858762991,0
Traffic shapers,3,3,1821,Technologies,Network operating system enhancement software,6,3.688133571854505,0
Training software,4,3,1871,Technologies,Computer based training software,2850,124.0130196773349,1
Trane TRACE,4,1,699,Technologies,Analytical or scientific software,96,63.143448220146695,1
Trans4M,1,1,643,Technologies,Enterprise resource planning ERP software,4,152.50780102066267,0
Transact-SQL,2,3,1202,Technologies,Data base user interface and query software,2003,22.045832246080085,0
Transaction processing software,2,3,1412,Technologies,Data base user interface and query software,10,7.932493273346009,0
Transcription software,1,1,270,Technologies,Word processing software,251,135.99916987619923,0
Transmission Control Protocol/Internet Protocol (TCP/IP),3,3,1653,Technologies,Switch or router software,7991,33.51883304637434,0
Transmitters,4,2,827,Tools and Equipment,Information Technology and telecommunications,1676,162.1136971033175,1
Transportation management system TMS software,1,1,127,Technologies,Mobile location based services software,1835,110.69532402780355,0
Transportation planning software,1,1,391,Technologies,Analytical or scientific software,16,101.610027608346,0
Trapcode Particular,5,4,2112,Technologies,Graphics or photo imaging software,2,118.38597000931,0
Treatment planning software,4,2,935,Technologies,Medical software,25,71.57981369979056,1
TreeView,1,1,414,Technologies,Analytical or scientific software,5,454.88928703092,0
Trend Micro TippingPoint,3,3,1861,Technologies,Network security and virtual private network VPN equipment software,2,3.34883720930233,0
Trimble Geomatics Office,1,1,579,Technologies,Analytical or scientific software,4,54.9593152716093,0
Trimble Pathfinder Office,4,2,944,Technologies,Map creation software,4,223.90027843916,1
Trimble SketchUp,4,1,717,Technologies,Computer aided design CAD software,12,104.42637006316096,1
Trivantis Lectora,5,4,2084,Technologies,Computer based training software,7,NA,0
Tropics,1,1,390,Technologies,Financial analysis software,51,216.43631443739807,0
Troubleshooting software,3,3,1669,Technologies,Analytical or scientific software,1115,52.80995214314402,0
Truckmate,1,1,190,Technologies,Materials requirements planning logistics and supply chain software,1680,128.19258710905257,0
Twiki,1,3,1012,Technologies,Content workflow software,7,NA,0
Two-dimensional 2D computer aided design CAD software,4,2,819,Technologies,Computer aided design CAD software,207,67.1174855709182,1
Two-way radios,4,2,811,Tools and Equipment,Information Technology and telecommunications,2068,306.7251296357322,1
UML (Unified Modeling Language),2,3,1069,Technologies,Requirements analysis and system architecture software,3427,54.86849847842837,0
